# dataset_dir	filename
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222851_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222851_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222851_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222851_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222851_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222852_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222852_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222852_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222852_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222852_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222852_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222852_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222853_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222853_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222853_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222853_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222853_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222853_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222853_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222855_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222855_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222855_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222855_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222855_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222855_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222855_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222856_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222856_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222856_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222856_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222856_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222856_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222856_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222857_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222857_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222857_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222857_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222857_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222857_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222857_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222906_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222906_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222906_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222907_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222907_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222907_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222908_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222908_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222908_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222908_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222908_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222908_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222908_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222910_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222910_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222910_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222910_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222910_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222910_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222910_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222911_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222911_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222911_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222911_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222911_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222911_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222911_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222912_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222912_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222912_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222912_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222912_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222912_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222912_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222914_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222914_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222914_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222914_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222914_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222914_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222914_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222915_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222915_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222915_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222915_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222915_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222915_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222915_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222916_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222916_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222916_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222916_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222916_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222916_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_222916_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223334_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223334_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223334_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223334_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223334_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223334_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223334_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223335_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223335_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223335_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223335_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223335_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223335_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223335_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223336_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223336_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223336_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223336_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223336_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223336_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223336_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223338_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223338_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223338_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223338_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223338_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223338_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223338_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223339_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223339_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223339_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223339_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223339_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223339_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223339_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223340_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223340_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223340_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223340_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223340_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223340_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223340_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223341_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223341_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223341_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223341_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223341_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223341_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223341_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223344_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223344_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223344_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223344_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223344_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223344_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223344_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223345_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223345_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223345_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223345_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223345_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223345_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223345_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223346_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223346_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223346_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223346_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223346_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223346_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223346_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223347_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223347_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223347_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223347_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223347_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223347_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223347_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223348_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223348_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223348_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223348_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223348_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223348_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223348_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223349_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223349_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223349_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223349_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223349_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223349_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223349_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223351_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223351_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223351_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223351_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223351_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223351_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223351_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223352_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223352_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223352_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223352_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223352_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223352_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223352_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223353_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223353_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223353_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223353_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223353_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223353_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223353_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223357_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223357_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223357_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223357_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223357_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223357_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223357_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223358_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223358_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223358_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223358_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223358_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223358_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223358_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223359_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223359_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223359_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223359_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223359_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223359_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223359_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223401_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223401_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223401_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223401_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223401_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223401_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223401_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223406_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223406_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223406_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223406_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223406_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223406_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223406_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223407_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223407_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223407_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223407_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223407_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223407_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223407_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223409_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223409_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223409_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223409_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223409_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223409_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223409_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223410_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223410_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223410_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223410_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223410_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223410_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223410_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223411_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223411_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223411_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223411_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223411_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223411_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223411_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223412_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223412_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223412_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223412_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223412_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223412_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223412_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223413_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223413_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223413_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223413_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223413_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223413_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223413_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223415_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223415_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223415_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223415_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223415_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223415_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223415_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223417_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223417_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223417_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223417_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223417_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223417_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223417_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223418_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223418_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223418_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223418_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223418_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223418_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223418_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223419_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223419_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223419_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223419_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223419_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223419_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223419_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223753_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223753_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223753_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223753_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223753_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223753_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223753_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223754_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223754_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223754_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223754_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223754_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223754_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223754_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223755_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223755_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223755_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223755_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223755_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223755_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_223755_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224009_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224009_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224009_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224009_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224009_neg0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224009_neg1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224009_neg2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224010_pos0
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224010_pos1
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224010_pos2
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224010_pos3
outputs/datasets/6f_labeled_1024x640_roi	frame_20260606_224010_neg0
